ID,Torneo,Tipo_Torneo,Player,Rondas,Equipo,Wins,Losses
1001,Regional Charlotte,Oficial,Wolfe Glick [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/306,https://pokepast.es/be37457a4cd04b6d,17,1
1002,Regional Charlotte,Oficial,Nicholas Donnelly [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/52,https://pokepast.es/7c236cf59ac785c2,15,3
1003,Regional Charlotte,Oficial,Luka Trejgut [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/811,https://pokepast.es/487ac3ae899aa58e,14,3
1004,Regional Charlotte,Oficial,Arbin Tumaneng [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/92,https://pokepast.es/1a3cc44f6c0393ff,13,4
1005,Regional Charlotte,Oficial,Stephen Mea [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/671,https://pokepast.es/58009709fa793a93,13,3
1006,Regional Charlotte,Oficial,Enzo Reci [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/584,https://pokepast.es/47b012ae9588f863,12,4
1007,Regional Charlotte,Oficial,Toler Webb [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/82,https://pokepast.es/6352831b5f8456c0,12,4
1008,Regional Charlotte,Oficial,Neil Patel [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/202,https://pokepast.es/778412d6cd1f04fb,12,4
1009,Regional Charlotte,Oficial,Rajan Bal [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/605,https://pokepast.es/66f482c17f0eb098,12,3
1010,Regional Charlotte,Oficial,Jeudy Azzarelli [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/413,https://pokepast.es/79778c4f177464b8,12,3
1011,Regional Charlotte,Oficial,Kyle Livinghouse [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/75,https://pokepast.es/d5bd5354bd9775a6,12,3
1012,Regional Charlotte,Oficial,Will Inabinet [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/165,https://pokepast.es/3626b1e0c8f1f7b2,12,3
1013,Regional Charlotte,Oficial,Raghav Malaviya [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/669,https://pokepast.es/6d0d710a77699f78,11,4
1014,Regional Charlotte,Oficial,Zhe Zhang [CN],https://standings.stalruth.dev/2024/regional-charlotte/masters/546,https://pokepast.es/6bcd4b186cf60a76,11,4
1015,Regional Charlotte,Oficial,Paul Chua [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/346,https://pokepast.es/14c8697695b474cf,11,4
1016,Regional Charlotte,Oficial,Scott Iwafuchi [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/697,https://pokepast.es/eba23352f575c3e7,11,4
1017,Regional Charlotte,Oficial,Sohaib Mufti [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/726,https://pokepast.es/31864f3b550bdf8a,11,4
1018,Regional Charlotte,Oficial,Ashton Cox [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/815,https://pokepast.es/51afdfc7e6f70493,11,4
1019,Regional Charlotte,Oficial,Kazuki Kanehira [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/208,https://pokepast.es/d29950121f416f93,11,4
1020,Regional Charlotte,Oficial,Nick Navarre [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/474,https://pokepast.es/038b2cf3b8485ca3,11,4
1021,Regional Charlotte,Oficial,Drew Brown [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/782,https://pokepast.es/8d6c0da8c8022c80,11,4
1022,Regional Charlotte,Oficial,Shiliang Tang [CN],https://standings.stalruth.dev/2024/regional-charlotte/masters/114,https://pokepast.es/378909d9627b7ff6,11,4
1023,Regional Charlotte,Oficial,Thaison Hughes [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/30,https://pokepast.es/60dabd7a300f688d,11,4
1024,Regional Charlotte,Oficial,Jérémy Côté [CA],https://standings.stalruth.dev/2024/regional-charlotte/masters/449,https://pokepast.es/b73588e27d4950fa,11,4
1025,Regional Charlotte,Oficial,Brian Collins [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/694,https://pokepast.es/233f343290b59e49,11,4
1026,Regional Charlotte,Oficial,Riley Factura [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/581,https://pokepast.es/1b6a8ad717b529ba,11,4
1027,Regional Charlotte,Oficial,Brendan Zheng [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/822,https://pokepast.es/a245dfd448688a14,11,4
1028,Regional Charlotte,Oficial,Marco Martinez [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/299,https://pokepast.es/7c6ef0084c5833dc,11,4
1029,Regional Charlotte,Oficial,James Evans [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/444,https://pokepast.es/22386dc2c98db480,11,4
1030,Regional Charlotte,Oficial,Don Czech [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/334,https://pokepast.es/8effeac389cfff8e,11,4
1031,Regional Charlotte,Oficial,Justin Burns [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/286,https://pokepast.es/23fb6dfba90ef339,11,4
1032,Regional Charlotte,Oficial,Zackary Thornberg [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/767,https://pokepast.es/d80e22256790a00d,11,4
1033,Regional Charlotte,Oficial,Aaron Clemons [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/540,https://pokepast.es/562864571f57a917,10,5
1034,Regional Charlotte,Oficial,Blake Silver [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/158,https://pokepast.es/727cc3e204871e0e,10,5
1035,Regional Charlotte,Oficial,Jonathan Quiñones [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/418,https://pokepast.es/661cd18a5c876b25,10,5
1036,Regional Charlotte,Oficial,David Baumgardt [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/263,https://pokepast.es/a79391f1bd9b2a47,10,5
1037,Regional Charlotte,Oficial,Owen Murphy [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/179,https://pokepast.es/721012b6e9741daf,10,5
1038,Regional Charlotte,Oficial,Dashiell Murphy [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/579,https://pokepast.es/1455cb23a1e290f2,10,5
1039,Regional Charlotte,Oficial,Chance Hinds [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/317,https://pokepast.es/b4e34a05c422c354,10,5
1040,Regional Charlotte,Oficial,Donghun Youm [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/798,https://pokepast.es/d479b69f30f60c32,10,5
1041,Regional Charlotte,Oficial,Devon Singh [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/377,https://pokepast.es/600783623c583c43,10,5
1042,Regional Charlotte,Oficial,Yichun Wu [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/392,https://pokepast.es/6ef752ab735b3f5e,10,5
1043,Regional Charlotte,Oficial,Jonathan Zuniga [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/138,https://pokepast.es/cd82fac71bdb33cc,10,5
1044,Regional Charlotte,Oficial,Jered Hunn [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/570,https://pokepast.es/9c7042251d3e822b,10,5
1045,Regional Charlotte,Oficial,Dylan Simmons [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/429,https://pokepast.es/ac4e97fedb23bbbc,10,5
1046,Regional Charlotte,Oficial,Ethan Trejo [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/255,https://pokepast.es/b4ee5e4ca87f5ebd,10,5
1047,Regional Charlotte,Oficial,Jerry Woods III [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/456,https://pokepast.es/0f4a6228e74a807c,10,5
1048,Regional Charlotte,Oficial,Bobby Rochelle [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/535,https://pokepast.es/608397df8d82788c,10,5
1049,Regional Charlotte,Oficial,Dustin Deardurff [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/19,https://pokepast.es/aff0f65dc8847ea5,10,5
1050,Regional Charlotte,Oficial,Joshua Denk [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/342,https://pokepast.es/765cd9e8613e18c7,10,5
1051,Regional Charlotte,Oficial,Brady Smith [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/388,https://pokepast.es/c94414666cf0e095,10,5
1052,Regional Charlotte,Oficial,Daniel Yu [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/294,https://pokepast.es/fee3e4eeb027845c,10,5
1053,Regional Charlotte,Oficial,felipe molino [PA],https://standings.stalruth.dev/2024/regional-charlotte/masters/808,https://pokepast.es/07611da4d652fed1,9,6
1054,Regional Charlotte,Oficial,Justin Tang [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/62,https://pokepast.es/621ea89022d2f135,9,6
1055,Regional Charlotte,Oficial,Noah Gardner [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/40,https://pokepast.es/124b50741fe868c2,9,6
1056,Regional Charlotte,Oficial,Logan Mazur [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/4,https://pokepast.es/04aa0caefca0dc58,9,6
1057,Regional Charlotte,Oficial,Jonathan Duran [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/156,https://pokepast.es/3e2ba2cf7c6c6a92,9,6
1058,Regional Charlotte,Oficial,Mia Gray [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/224,https://pokepast.es/1283024914c50f85,9,6
1059,Regional Charlotte,Oficial,Trista Medine [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/17,https://pokepast.es/217f063290b3c148,9,6
1060,Regional Charlotte,Oficial,Dillon Woolf [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/310,https://pokepast.es/d24dd5323b1d9307,9,5
1061,Regional Charlotte,Oficial,Michael Parusa [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/452,https://pokepast.es/8b5c5c994d5d4b48,9,5
1062,Regional Charlotte,Oficial,Rily Corn [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/194,https://pokepast.es/6fadd0d7110528fe,9,6
1063,Regional Charlotte,Oficial,Takuya Hiraiwa [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/38,https://pokepast.es/2f8d854310da6d0b,9,6
1064,Regional Charlotte,Oficial,Brandon Hoffman [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/128,https://pokepast.es/11847f74dc6b89aa,9,6
1065,Regional Charlotte,Oficial,Justin Carris [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/132,https://pokepast.es/8c4ba574b8a9cb6c,9,6
1066,Regional Charlotte,Oficial,Tianshu Ren [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/476,https://pokepast.es/28578e2cf682c592,9,6
1067,Regional Charlotte,Oficial,Sam Danneker [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/568,https://pokepast.es/5c302147b95d53dc,9,6
1068,Regional Charlotte,Oficial,Stephen Hill [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/95,https://pokepast.es/3b2b6eae86bef266,8,7
1069,Regional Charlotte,Oficial,Garrett Wilson [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/739,https://pokepast.es/7c5c3d1333aeb36b,8,7
1070,Regional Charlotte,Oficial,Joseph Cartin [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/588,https://pokepast.es/7fcd7a1d227aa6bb,8,7
1071,Regional Charlotte,Oficial,Nick Willems [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/829,https://pokepast.es/b71d8e2500170e96,8,7
1072,Regional Charlotte,Oficial,Darsh Patel [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/794,https://pokepast.es/9df0b8538694ce5b,7,3
1073,Regional Charlotte,Oficial,Christian Dam [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/541,https://pokepast.es/c924c5320f5f3cd3,7,5
1074,Regional Charlotte,Oficial,Thomas Cholakov [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/496,https://pokepast.es/5e73e1d6d339b3e7,7,6
1075,Regional Charlotte,Oficial,Nathan Parker [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/149,https://pokepast.es/7652dc6ac1a64f86,7,7
1076,Regional Charlotte,Oficial,Samuel Mowery [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/640,https://pokepast.es/b24c8edbdb224a67,6,3
1077,Regional Charlotte,Oficial,Mateo Vasic [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/704,https://pokepast.es/42ac040f6c929633,6,3
1078,Regional Charlotte,Oficial,Eric Stuart [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/177,https://pokepast.es/d92fe589681d4325,6,3
1079,Regional Charlotte,Oficial,Daniel A Fontes [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/197,https://pokepast.es/9b852b9124975a8c,6,3
1080,Regional Charlotte,Oficial,Connor Swikart [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/144,https://pokepast.es/0ffdd778fd52a247,6,3
1081,Regional Charlotte,Oficial,Joseph Ugarte [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/687,https://pokepast.es/6d25cf0ad8019ee5,6,3
1082,Regional Charlotte,Oficial,Norah Bowman [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/662,https://pokepast.es/fcb9e991d815ca43,6,3
1083,Regional Charlotte,Oficial,John Lyons [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/402,https://pokepast.es/67b8fb230f44b4a0,6,3
1084,Regional Charlotte,Oficial,Rajan Gary [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/369,https://pokepast.es/7898551a8b00038e,6,3
1085,Regional Charlotte,Oficial,Stefan Mott [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/70,https://pokepast.es/bc8e2fb59b5ecee0,6,3
1086,Regional Charlotte,Oficial,Sergio Mojica [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/385,https://pokepast.es/d8c063d9f9bcd051,6,3
1087,Regional Charlotte,Oficial,Chuppa Cross IV [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/618,https://pokepast.es/3c31afa3828d1a04,6,3
1088,Regional Charlotte,Oficial,Evan Zimmer [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/788,https://pokepast.es/7ac50d69da0af8ee,6,3
1089,Regional Charlotte,Oficial,Jianzheng Huang [CN],https://standings.stalruth.dev/2024/regional-charlotte/masters/598,https://pokepast.es/8ffc0856755e62f2,6,3
1090,Regional Charlotte,Oficial,Bukunmi Oyewole [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/187,https://pokepast.es/6fb79cc7022bfd6c,6,3
1091,Regional Charlotte,Oficial,Andrew Whitman [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/59,https://pokepast.es/87220c94def28cc4,6,3
1092,Regional Charlotte,Oficial,Tristan Juhasz [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/660,https://pokepast.es/a53ac2b75161a088,6,3
1093,Regional Charlotte,Oficial,Jimmy Friedle [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/211,https://pokepast.es/da0e52901c15d5dc,6,3
1094,Regional Charlotte,Oficial,Christopher Howe [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/109,https://pokepast.es/29a0422dfb39e037,6,3
1095,Regional Charlotte,Oficial,Madeline Lemons [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/170,https://pokepast.es/2c6eed63260bbf16,6,3
1096,Regional Charlotte,Oficial,Rowan Hall [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/221,https://pokepast.es/2f99294b0f41e6c8,6,3
1097,Regional Charlotte,Oficial,Morgan O'Hare [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/267,https://pokepast.es/8a3d0d31ca47d069,6,3
1098,Regional Charlotte,Oficial,Rafe Osborne [CA],https://standings.stalruth.dev/2024/regional-charlotte/masters/717,https://pokepast.es/91d931ca45673c9f,6,3
1099,Regional Charlotte,Oficial,Yotam Cohen [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/518,https://pokepast.es/f1e6e65d5f262c4d,6,3
1100,Regional Charlotte,Oficial,Matteo Velata [IT],https://standings.stalruth.dev/2024/regional-charlotte/masters/237,https://pokepast.es/23d9cce8d144b255,6,3
1101,Regional Charlotte,Oficial,Patrick Cheng [CA],https://standings.stalruth.dev/2024/regional-charlotte/masters/428,https://pokepast.es/2833eea0cfd5e4b1,6,3
1102,Regional Charlotte,Oficial,Dillon Kleinvehn [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/77,https://pokepast.es/fdc7ff761f176f2e,6,3
1103,Regional Charlotte,Oficial,Luis Diaz [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/563,https://pokepast.es/1ae2dfc8b78624cd,6,3
1104,Regional Charlotte,Oficial,Sebastian Guerrero [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/455,https://pokepast.es/1ef99eb40209483d,6,3
1105,Regional Charlotte,Oficial,Dawei Si [CN],https://standings.stalruth.dev/2024/regional-charlotte/masters/624,https://pokepast.es/d251af0022ddbcea,6,3
1106,Regional Charlotte,Oficial,John Rutledge [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/761,https://pokepast.es/cb2c546a8e81bcaa,6,3
1107,Regional Charlotte,Oficial,Steven Kaye [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/48,https://pokepast.es/7ed8b524c1cc25a6,6,3
1108,Regional Charlotte,Oficial,Robert Moore [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/24,https://pokepast.es/0f90882f0b5169e6,6,3
1109,Regional Charlotte,Oficial,Taurian Bradford [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/293,https://pokepast.es/653fb18636bdd91a,6,3
1110,Regional Charlotte,Oficial,Kian Sayan [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/242,https://pokepast.es/2e2ef6d17fae021b,6,3
1111,Regional Charlotte,Oficial,Sam Pletcher [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/735,https://pokepast.es/fdc3263e7bda0469,6,3
1112,Regional Charlotte,Oficial,Kenneth Tirado Hernández [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/190,https://pokepast.es/ebf7e1100e5a9c81,6,3
1113,Regional Charlotte,Oficial,Noredia Imudia [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/759,https://pokepast.es/88a41b20ae0e5a3b,6,3
1114,Regional Charlotte,Oficial,Kevin Swastek [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/617,https://pokepast.es/0cb4e8d153bf19e8,6,3
1115,Regional Charlotte,Oficial,Geoffrey Yang [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/583,https://pokepast.es/993d4aec677ace2b,6,3
1116,Regional Charlotte,Oficial,Galo Orbea [EC],https://standings.stalruth.dev/2024/regional-charlotte/masters/126,https://pokepast.es/de9dbf54d4f41d38,6,3
1117,Regional Charlotte,Oficial,Jesse Romolo [CA],https://standings.stalruth.dev/2024/regional-charlotte/masters/368,https://pokepast.es/1c29201b077b70c3,6,3
1118,Regional Charlotte,Oficial,Jon VanRyckeghem [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/305,https://pokepast.es/7bf26cbf046f8eef,6,3
1119,Regional Charlotte,Oficial,Logan Pressley [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/599,https://pokepast.es/4243fcf9d468ae66,6,3
1120,Regional Charlotte,Oficial,Philip Matthews [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/20,https://pokepast.es/6e176c2be8308165,6,3
1121,Regional Charlotte,Oficial,Steven Stark [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/234,https://pokepast.es/5a356f0ba453e6d4,6,3
1122,Regional Charlotte,Oficial,Michael Arand [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/819,https://pokepast.es/bbc228867ec9395a,6,3
1123,Regional Charlotte,Oficial,Cameron Rosenfeld [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/337,https://pokepast.es/53bdbb56639daaea,6,3
1124,Regional Charlotte,Oficial,Nathaniel Berger [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/500,https://pokepast.es/f0909f09c75fa726,6,3
1125,Regional Charlotte,Oficial,Adrian Heredia [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/10,https://pokepast.es/945106c1818d1a9a,6,3
1126,Regional Charlotte,Oficial,Jeremy Parson [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/325,https://pokepast.es/fddf0a6ab3a53b78,6,3
1127,Regional Charlotte,Oficial,Paul Ruiz [EC],https://standings.stalruth.dev/2024/regional-charlotte/masters/770,https://pokepast.es/f12e3dc92acdb92c,6,3
1128,Regional Charlotte,Oficial,Carter Davis [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/321,https://pokepast.es/141f0a6174a54101,6,3
1129,Regional Charlotte,Oficial,Preston Stutzman [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/422,https://pokepast.es/9aafb6acd7b64ebb,6,3
1130,Regional Charlotte,Oficial,Nick Morris [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/750,https://pokepast.es/1f1618321acb7bbc,6,3
1131,Regional Charlotte,Oficial,Shane Gaffney [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/356,https://pokepast.es/da4e39782941825e,6,3
1132,Regional Charlotte,Oficial,Bryan Tong [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/341,https://pokepast.es/f1ff9b1ef065c864,6,3
1133,Regional Charlotte,Oficial,Averi Biery [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/528,https://pokepast.es/cd1cf1d7c26d1fe5,6,3
1134,Regional Charlotte,Oficial,Richard Mogollon [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/291,https://pokepast.es/1c2027fd48a18455,6,3
1135,Regional Charlotte,Oficial,Alex Hoak [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/748,https://pokepast.es/3da010d903efb1e4,6,3
1136,Regional Charlotte,Oficial,Vince De Vera [CA],https://standings.stalruth.dev/2024/regional-charlotte/masters/710,https://pokepast.es/608721dc33b6b015,6,3
1137,Regional Charlotte,Oficial,Matthew Laughlin [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/468,https://pokepast.es/17acef7486a54a86,6,3
1138,Regional Charlotte,Oficial,Ian McLaughlin [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/652,https://pokepast.es/eaef366131d7810a,6,3
1139,Regional Charlotte,Oficial,Kian Campbell [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/537,https://pokepast.es/dd608a5ad3b7d4fd,6,3
1140,Regional Charlotte,Oficial,Zachary Hall [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/331,https://pokepast.es/313efc469b3514ab,6,3
1141,Regional Charlotte,Oficial,Enrique Grimaldo [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/257,https://pokepast.es/6a5e20603caaab5c,6,3
1142,Regional Charlotte,Oficial,Adam Scruggs [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/447,https://pokepast.es/7f53a055faa9469e,6,3
1143,Regional Charlotte,Oficial,Caleb Ryor [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/373,https://pokepast.es/e153fb94924f9674,6,3
1144,Regional Charlotte,Oficial,Jacob Mortenson [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/594,https://pokepast.es/86c6a930186b5c28,6,3
1145,Regional Charlotte,Oficial,Rishi Gupta [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/793,https://pokepast.es/be00a717757a3443,6,3
1146,Regional Charlotte,Oficial,Charles Erbring [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/159,https://pokepast.es/1acc2db770b5121f,6,3
1147,Regional Charlotte,Oficial,Zachary Mnich [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/285,https://pokepast.es/d663aab092d1ba79,6,3
1148,Regional Charlotte,Oficial,Luke Bowar [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/245,https://pokepast.es/e7ef98ac1b916a64,6,3
1149,Regional Charlotte,Oficial,Nick D’Angelo [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/620,https://pokepast.es/7c57801d69d29607,6,3
1150,Regional Charlotte,Oficial,Kyle Musgrove [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/185,https://pokepast.es/0a054155691961ce,6,3
1151,Regional Charlotte,Oficial,Kurt Imhoff [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/643,https://pokepast.es/e54fb29841a39a8c,6,3
1152,Regional Charlotte,Oficial,Mark Jackson [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/146,https://pokepast.es/6e2a83979b58f31f,6,3
1153,Regional Charlotte,Oficial,Nate Engstrom [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/102,https://pokepast.es/94d14b0e609e324f,6,3
1154,Regional Charlotte,Oficial,kyle ayala [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/9,https://pokepast.es/ed98da1877f3a415,6,3
1155,Regional Charlotte,Oficial,Manuel Sixtos [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/80,https://pokepast.es/2346751ddbf5cbf1,6,3
1156,Regional Charlotte,Oficial,Flavoris Belue [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/219,https://pokepast.es/6f987b8c0ad65e44,6,3
1157,Regional Charlotte,Oficial,Lorenzo Arce [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/830,https://pokepast.es/ba2f6c4ac93e9718,6,3
1158,Regional Charlotte,Oficial,Dylan Stybel [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/635,https://pokepast.es/51518253616ec961,6,3
1159,Regional Charlotte,Oficial,Jeremy Gumbs [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/278,https://pokepast.es/08cfa7b38ed0176c,6,3
1160,Regional Charlotte,Oficial,Surya Makthal [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/609,https://pokepast.es/8d09882924cb7f2b,6,3
1161,Regional Charlotte,Oficial,Raymond Pifer [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/553,https://pokepast.es/6a601b0ece1f732b,6,3
1162,Regional Charlotte,Oficial,Christian Kelly [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/136,https://pokepast.es/a9cd488903bc05d4,6,3
1163,Regional Charlotte,Oficial,Chase Matteo [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/139,https://pokepast.es/074f4c41971e052a,6,3
1164,Regional Charlotte,Oficial,KaSun Thompson [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/561,https://pokepast.es/a707373af7073d78,6,3
1165,Regional Charlotte,Oficial,Adonis Watford [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/756,https://pokepast.es/f5436a9b274e09a4,6,3
1166,Regional Charlotte,Oficial,Andrew Krug [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/764,https://pokepast.es/d59979ffbc52dd7d,6,3
1167,Regional Charlotte,Oficial,Giovanni Costa [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/404,https://pokepast.es/8305379274a02a63,6,3
1168,Regional Charlotte,Oficial,Jonathan Melendez [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/300,https://pokepast.es/f2e8da03c606b72b,6,3
1169,Regional Charlotte,Oficial,Nicholas Tilton [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/283,https://pokepast.es/309f500ff4c27a30,6,3
1170,Regional Charlotte,Oficial,Joe Carlino [US],https://standings.stalruth.dev/2024/regional-charlotte/masters/384,https://pokepast.es/add69b8cf1a9c301,6,3
1171,Regional Charlotte,Oficial,Ryan Loseto [CA],https://standings.stalruth.dev/2024/regional-charlotte/masters/729,https://pokepast.es/ad808771a10fc6dd,6,3
