ID,Ronda,Rival,Resultado
NOf-1136,4,zeonser,Loss
NOf-1136,5,luckysama,Win
NOf-1136,6,fmonkee,Loss
NOf-1137,1,finnzvgc,Win
NOf-1137,2,lemonpi,Win
NOf-1137,3,jakobtc505,Win
NOf-1137,4,shinevgc,Loss
NOf-1137,5,silvermac,Win
NOf-1137,6,pengy,Loss
NOf-1137,7,juanmael32,Loss
NOf-1137,8,ivy_but_real,Loss
NOf-1138,1,tyranitarthighs,Loss
NOf-1138,2,imtengenuzui,Win
NOf-1138,3,ivy_but_real,Win
NOf-1138,4,fmonkee,Loss
NOf-1138,5,shonatron,Win
NOf-1138,6,matthew_witt,Win
NOf-1138,7,mrawesome,Loss
NOf-1139,1,mrskeishah,Win
NOf-1139,2,windmill,Win
NOf-1139,3,chocbrewis,Win
NOf-1139,4,silvermac,Win
NOf-1139,5,nator92,Loss
NOf-1139,6,tabu,Loss
NOf-1140,1,shinevgc,Loss
NOf-1140,2,dhonwolf,Win
NOf-1140,3,jido,Win
NOf-1140,4,itivgc,Win
NOf-1140,5,damianlillardvgc,Loss
NOf-1140,6,greggs_pepperoni_pizza,Win
NOf-1140,7,prettyflacko,Loss
NOf-1140,8,nicohax,Loss
NOf-1141,1,stonestormvgc,Loss
NOf-1141,2,soilchemy,Win
NOf-1141,3,jeremagician,Win
NOf-1141,4,fofer,Win
NOf-1141,5,pisco2296,Win
NOf-1141,6,mikehawk12,Loss
NOf-1141,7,faux0011,Loss
NOf-1141,8,getsugaowl,Loss
NOf-1142,1,marchena14,Loss
NOf-1142,2,drewew,Win
NOf-1142,3,hirugamervgc,Loss
NOf-1142,4,rosswo,Win
NOf-1142,5,falafel,Loss
NOf-1142,6,knigthgamer,Loss
NOf-1142,7,tazzawells,Win
NOf-1142,8,windmill,Win
NOf-1143,1,sophialee,Loss
NOf-1143,2,hirugamervgc,Loss
NOf-1143,3,dhonwolf,Win
NOf-1143,4,vgcle,Win
NOf-1143,5,andreasmusikant,Win
NOf-1143,6,getsugaowl,Win
NOf-1143,7,elale,Loss
NOf-1143,8,rosswo,Loss
NOf-1144,1,sirox,Loss
NOf-1144,2,spigglez,Win
NOf-1144,3,windmill,Win
NOf-1144,4,juanmael32,Loss
NOf-1144,5,juancach,Win
NOf-1144,6,thazkid1,Loss
NOf-1144,7,epicshakenbake,Win
NOf-1144,8,elale,Loss
NOf-1145,1,shinobi,Loss
NOf-1145,2,mrskeishah,Win
NOf-1145,3,keabane,Win
NOf-1145,4,mrawesome,Loss
NOf-1145,5,catacombkid,Win
NOf-1145,6,soraxjm,Win
NOf-1145,7,rpjoca,Loss
NOf-1145,8,knigthgamer,Loss
NOf-1146,1,danh,Loss
NOf-1146,2,nagiyi,Win
NOf-1146,3,pokewarrior,Win
NOf-1146,4,ducelimone,Win
NOf-1146,5,kwl911,Win
NOf-1146,6,danyll,Loss
NOf-1147,1,mikehawk12,Loss
NOf-1147,2,winternet,Win
NOf-1147,3,nolife,Win
NOf-1147,4,jakobtc505,Win
NOf-1147,5,matthew_witt,Win
NOf-1148,1,guschar,Loss
NOf-1148,2,knigthgamer,Loss
NOf-1148,3,nagiyi,Win
NOf-1148,4,stonestormvgc,Win
NOf-1148,5,carnzy3,Win
NOf-1148,6,baldovgc,Win
NOf-1148,7,falafel,Loss
NOf-1149,1,reynordg,Win
NOf-1149,2,forcho97,Win
NOf-1149,3,giulio97,Loss
NOf-1149,4,beelzebruno,Win
NOf-1149,5,marlox,Loss
NOf-1149,6,prettyflacko,Loss
NOf-1149,7,soraxjm,Loss
NOf-1149,8,tagami,Loss
NOf-1150,1,drewew,Win
NOf-1150,2,sirox,Win
NOf-1150,3,degeoh,Win
NOf-1150,4,glacier,Loss
NOf-1150,5,rpjoca,Loss
NOf-1151,1,dhonwolf,Win
NOf-1151,2,tabu,Loss
NOf-1151,3,guschar,Win
NOf-1151,4,occhialidicampo,Win
NOf-1151,5,mikehawk12,Loss
NOf-1151,6,sophialee,Loss
NOf-1152,1,danyll,Loss
NOf-1152,2,darktacovgc,Win
NOf-1152,3,carnzy3,Win
NOf-1152,4,elale,Win
NOf-1152,5,occhialidicampo,Loss
NOf-1152,6,nicohax,Loss
NOf-1153,1,knigthgamer,Win
NOf-1153,2,carnzy3,Win
NOf-1153,3,fedecampovgc,Win
NOf-1153,4,pixiefruitz,Loss
NOf-1153,5,808,Loss
NOf-1154,1,brownsfan,Win
NOf-1154,2,jeremagician,Win
NOf-1154,3,gielbakker,Win
NOf-1154,4,lorenzaooooo,Loss
NOf-1154,5,exonarf,Loss
NOf-1154,6,falafel,Loss
NOf-1154,7,mushy,Loss
NOf-1154,8,kviuli,Loss
NOf-1155,1,vossi,Win
NOf-1155,2,charmanditoabm,Win
NOf-1155,3,garracrema,Loss
NOf-1155,4,lelandvgc,Loss
NOf-1155,5,jakobtc505,Win
NOf-1155,6,mushy,Loss
NOf-1156,1,cinavgc92,Win
NOf-1156,2,epicshakenbake,Loss
NOf-1156,3,nicohax,Win
NOf-1156,4,brunopcx,Win
NOf-1156,5,tabu,Loss
NOf-1157,1,garracrema,Loss
NOf-1157,2,bowdeniscomp,Loss
NOf-1157,3,patillac,Win
NOf-1157,4,ivy_but_real,Win
NOf-1157,5,silverdragon550,Win
NOf-1157,6,juanmael32,Loss
NOf-1158,1,winternet,Win
NOf-1158,2,lildarkrai68,Loss
NOf-1158,3,knigthgamer,Win
NOf-1158,4,catacombkid,Win
NOf-1159,1,itivgc,Win
NOf-1159,2,lorenzaooooo,Loss
NOf-1159,3,soraxjm,Loss
NOf-1159,4,nateyr,Win
NOf-1159,5,faux0011,Loss
NOf-1159,6,alexmusi,Win
NOf-1159,7,knigthgamer,Loss
NOf-1159,8,riku,Loss
NOf-1160,1,nateyr,Win
NOf-1160,2,stonestormvgc,Win
NOf-1160,3,catacombkid,Win
NOf-1160,4,mikehawk12,Loss
NOf-1160,5,sglez124,Loss
NOf-1160,6,mcsquidzy,Loss
NOf-1161,1,beelzebruno,Win
NOf-1161,2,fmonkee,Loss
NOf-1161,3,fofer,Loss
NOf-1161,4,calitym,Win
NOf-1161,5,ilsommo,Win
NOf-1161,6,lelandvgc,Loss
NOf-1162,1,thazkid1,Win
NOf-1162,2,lelandvgc,Loss
NOf-1162,3,mrawesome,Loss
NOf-1162,4,tazzawells,Win
NOf-1162,5,tagami,Loss
NOf-1162,6,juancach,Win
NOf-1162,7,ivy_but_real,Loss
NOf-1162,8,axily,Loss
NOf-1163,1,lelandvgc,Loss
NOf-1163,2,opar,Win
NOf-1163,3,sirox,Win
NOf-1163,4,mushy,Loss
NOf-1163,5,wiktor_10011,Loss
NOf-1163,6,keabane,Win
NOf-1163,7,tagami,Loss
NOf-1164,1,chocbrewis,Loss
NOf-1164,2,rayan_10,Win
NOf-1164,3,vossi,Win
NOf-1164,4,shonatron,Win
NOf-1164,5,giulio97,Loss
NOf-1165,1,windmill,Loss
NOf-1165,2,westyliam,Win
NOf-1165,3,rickinch,Win
NOf-1165,4,japacama,Loss
NOf-1165,5,beelzebruno,Win
NOf-1165,6,elale,Loss
NOf-1166,1,gielbakker,Loss
NOf-1166,2,nateyr,Win
NOf-1166,3,axily,Win
NOf-1166,4,lemonpi,Loss
NOf-1166,5,hirugamervgc,Win
NOf-1166,6,ariesxvgc,Loss
NOf-1167,1,degeoh,Loss
NOf-1167,2,skylani,Win
NOf-1167,3,brownsfan,Win
NOf-1167,4,hirugamervgc,Win
NOf-1167,5,danyll,Loss
NOf-1167,6,japacama,Loss
NOf-1168,1,gahaku,Loss
NOf-1168,2,finnzvgc,Win
NOf-1168,3,tazzawells,Win
NOf-1168,4,andreasmusikant,Win
NOf-1168,5,mastrota89,Loss
NOf-1169,1,wiktor_10011,Loss
NOf-1169,2,bigjackcombo,Win
NOf-1169,3,danh,Win
NOf-1169,4,epicshakenbake,Loss
NOf-1169,5,itivgc,Loss
NOf-1169,6,jakobtc505,Win
NOf-1169,7,getsugaowl,Loss
NOf-1170,1,andreasmusikant,Loss
NOf-1170,2,denzel,Win
NOf-1170,3,itivgc,Loss
NOf-1170,4,dinomike,Win
NOf-1170,5,drewew,Win
NOf-1170,6,faux0011,Loss
NOf-1171,1,kviuli,Win
NOf-1171,2,jakobtc505,Loss
NOf-1171,3,juanmael32,Loss
NOf-1171,4,bigjackcombo,Win
NOf-1171,5,soraxjm,Loss
NOf-1171,6,shinobi,Loss
NOf-1171,7,andreasmusikant,Loss
NOf-1171,8,alexmusi,Win
NOf-1172,1,juancach,Loss
NOf-1172,2,keabane,Loss
NOf-1172,3,drewew,Loss
NOf-1172,4,spigglez,Win
NOf-1172,5,bowdeniscomp,Win
NOf-1172,6,rayan_10,Loss
NOf-1172,7,bigjackcombo,Win
NOf-1172,8,silvermac,Loss
NOf-1173,1,mcsquidzy,Win
NOf-1173,2,brunopcx,Win
NOf-1173,3,glacier,Loss
NOf-1174,1,fofer,Win
NOf-1174,2,falafel,Win
NOf-1174,3,lildarkrai68,Loss
NOf-1174,4,mastrota89,Loss
NOf-1174,5,nicohax,Loss
NOf-1175,1,fsufan45,Win
NOf-1175,2,axily,Win
NOf-1175,3,lorenzaooooo,Loss
NOf-1175,4,sanvy,Loss
NOf-1176,1,falafel,Win
NOf-1176,2,shinevgc,Loss
NOf-1176,3,kwl911,Loss
NOf-1176,4,shinobi,Loss
NOf-1176,5,ivy_but_real,Loss
NOf-1176,DROP,DROP,DROP
NOf-1176,7,riku,Loss
NOf-1177,1,opar,Win
NOf-1177,2,tyranitarthighs,Loss
NOf-1177,3,getsugaowl,Win
NOf-1177,4,forcho97,Loss
NOf-1178,1,greggs_pepperoni_pizza,Win
NOf-1178,2,flima,Win
NOf-1178,3,builderbe,Loss
NOf-1179,1,rickinch,Win
NOf-1179,2,valkyrievgc,Win
NOf-1179,3,nator92,Loss
NOf-1179,4,kwl911,Loss
NOf-1179,5,efravgc,Loss
NOf-1179,6,ivy_but_real,Loss
NOf-1179,7,juancach,Loss
NOf-1179,8,bigjackcombo,Loss
NOf-1180,1,skylani,Win
NOf-1180,2,divine,Win
NOf-1180,3,sophialee,Loss
NOf-1180,4,gahaku,Loss
NOf-1181,1,riku,Win
NOf-1181,2,nolife,Win
NOf-1181,3,shinevgc,Loss
NOf-1182,1,spigglez,Win
NOf-1182,2,mushy,Loss
NOf-1182,3,stonestormvgc,Win
NOf-1182,4,marlox,Loss
NOf-1183,1,baldovgc,Win
NOf-1183,2,ivy_but_real,Win
NOf-1183,3,silvermac,Loss
NOf-1184,1,westyliam,Win
NOf-1184,2,juancach,Win
NOf-1184,3,exonarf,Loss
NOf-1184,4,sglez124,Loss
NOf-1184,5,blackstarmie,Loss
NOf-1184,6,beelzebruno,Loss
NOf-1185,1,microwave,Loss
NOf-1185,2,efravgc,Win
NOf-1185,3,riku,Win
NOf-1185,4,greggs_pepperoni_pizza,Loss
NOf-1185,5,baldovgc,Loss
NOf-1186,1,calitym,Win
NOf-1186,2,giulio97,Loss
NOf-1186,3,mammothvgc,Win
NOf-1186,4,prettyflacko,Loss
NOf-1186,5,getsugaowl,Loss
NOf-1186,6,windmill,Loss
NOf-1186,7,axily,Loss
NOf-1186,8,juancach,Loss
NOf-1187,1,mammothvgc,Win
NOf-1187,2,chocbrewis,Loss
NOf-1187,3,baldovgc,Loss
NOf-1187,4,getsugaowl,Loss
NOf-1187,DROP,DROP,DROP
NOf-1187,6,tagami,Loss
NOf-1187,7,alexmusi,Loss
NOf-1187,8,shinobi,Loss
NOf-1188,1,keabane,Win
NOf-1188,2,thebardo,Win
NOf-1188,3,matthew_witt,Loss
NOf-1188,4,sdgryo,Loss
NOf-1188,5,thazkid1,Loss
NOf-1189,1,daniele,Win
NOf-1189,2,alvaro360,Win
NOf-1189,3,pisco2296,Loss
NOf-1190,1,builderbe,Loss
NOf-1190,2,riku,Loss
NOf-1190,3,kviuli,Win
NOf-1190,4,brownsfan,Win
NOf-1190,5,rickinch,Loss
NOf-1191,1,javiwhathappens,Win
NOf-1191,2,pisco2296,Loss
NOf-1191,3,luckysama,Loss
NOf-1191,4,nolife,Win
NOf-1191,5,ariesxvgc,Loss
NOf-1192,1,shonatron,Win
NOf-1192,2,silvermac,Loss
NOf-1192,3,808,Loss
NOf-1192,4,nicohax,Loss
NOf-1192,5,thebardo,Win
NOf-1193,1,catacombkid,Loss
NOf-1193,2,kviuli,Win
NOf-1193,3,thazkid1,Loss
NOf-1193,4,silverdragon550,Loss
NOf-1193,5,calitym,Win
NOf-1193,6,ilsommo,Loss
NOf-1193,7,rosswo,Loss
NOf-1194,1,faux0011,Loss
NOf-1194,2,reynordg,Win
NOf-1194,3,winternet,Win
NOf-1195,1,charmanditoabm,Loss
NOf-1195,2,mrawesome,Loss
NOf-1195,3,rayan_10,Win
NOf-1195,4,keabane,Win
NOf-1195,5,altkyle,Loss
NOf-1196,1,jeremagician,Loss
NOf-1196,2,kuany,Win
NOf-1196,3,thebardo,Win
NOf-1196,4,fsufan45,Loss
NOf-1196,5,mcsquidzy,Loss
NOf-1197,1,ducelimone,Loss
NOf-1197,2,javiwhathappens,Win
NOf-1197,3,wiktor_10011,Win
NOf-1197,4,808,Loss
NOf-1198,1,cactusmax,Loss
NOf-1198,2,soraxjm,Loss
NOf-1198,3,lalowoofl3,Win
NOf-1198,4,kviuli,Loss
NOf-1198,5,rosswo,Loss
NOf-1198,6,bigjackcombo,Loss
NOf-1198,7,calitym,Loss
NOf-1198,DROP,DROP,DROP
NOf-1199,1,nolife,Loss
NOf-1199,2,fsufan45,Loss
NOf-1199,3,silverdragon550,Loss
NOf-1199,DROP,DROP,DROP
NOf-1199,5,bigjackcombo,Win
NOf-1199,6,kviuli,Loss
NOf-1200,1,rosswo,Loss
NOf-1200,2,beelzebruno,Loss
NOf-1200,3,reynordg,Win
NOf-1200,4,juancach,Loss
NOf-1200,5,rayan_10,Loss
NOf-1200,6,spigglez,Win
NOf-1200,7,kviuli,Loss
NOf-1200,8,andreasmusikant,Loss
NOf-1201,1,bowdeniscomp,Win
NOf-1201,2,andreasmusikant,Loss
NOf-1201,3,dinomike,Win
NOf-1201,4,rpjoca,Loss
NOf-1202,1,marlox,Win
NOf-1202,2,degeoh,Loss
NOf-1203,1,rpjoca,Win
NOf-1203,2,sanvy,Loss
NOf-1203,3,japacama,Loss
NOf-1204,1,hirugamervgc,Win
NOf-1204,2,garracrema,Loss
NOf-1204,3,lemonpi,Loss
NOf-1205,1,mastrota89,Win
NOf-1205,2,mikehawk12,Loss
NOf-1205,3,beelzebruno,Loss
NOf-1206,1,lalowoofl3,Win
NOf-1206,2,nator92,Loss
NOf-1206,3,mastrota89,Loss
NOf-1207,1,ariesxvgc,Win
NOf-1207,2,damianlillardvgc,Loss
NOf-1207,3,zeonser,Loss
NOf-1207,4,tagami,Loss
NOf-1208,1,silverdragon550,Win
NOf-1208,2,blackstarmie,Loss
NOf-1208,3,faux0011,Loss
NOf-1209,1,rayan_10,Win
NOf-1209,2,marchena14,Loss
NOf-1209,3,sglez124,Loss
NOf-1209,4,carnzy3,Loss
NOf-1210,1,pengy,Loss
NOf-1210,2,torevgc,Win
NOf-1210,3,rpjoca,Loss
NOf-1210,4,efravgc,Loss
NOf-1211,1,tabu,Loss
NOf-1211,2,patillac,Win
NOf-1211,3,valkyrievgc,Loss
NOf-1211,4,rickinch,Loss
NOf-1212,1,valkyrievgc,Loss
NOf-1212,2,altkyle,Win
NOf-1212,3,prettyflacko,Loss
NOf-1212,4,falafel,Loss
NOf-1212,5,kviuli,Loss
NOf-1213,1,808,Win
NOf-1213,2,matthew_witt,Loss
NOf-1213,3,cactusmax,Loss
NOf-1213,4,ariesxvgc,Loss
NOf-1214,1,soraxjm,Win
NOf-1214,2,builderbe,Loss
NOf-1214,3,ilsommo,Loss
NOf-1215,1,mrawesome,Win
NOf-1215,2,catacombkid,Loss
NOf-1215,3,shonatron,Loss
NOf-1215,4,knigthgamer,Loss
NOf-1215,5,jeremagician,Loss
NOf-1216,1,jontra,Win
NOf-1216,2,fedecampovgc,Loss
NOf-1217,1,kuany,Win
NOf-1217,2,sophialee,Loss
NOf-1218,1,matthew_witt,Loss
NOf-1218,2,baldovgc,Loss
NOf-1218,3,torevgc,Win
NOf-1218,4,windmill,Loss
NOf-1219,1,silvermac,Loss
NOf-1219,2,calitym,Win
NOf-1219,3,greggs_pepperoni_pizza,Loss
NOf-1219,4,drewew,Loss
NOf-1220,1,alkai,Win
NOf-1220,2,charismaacheck,Loss
NOf-1221,1,alexmusi,Loss
NOf-1221,2,brownsfan,Loss
NOf-1221,3,alkai,Win
NOf-1221,4,wiktor_10011,Loss
NOf-1221,5,keabane,Loss
NOf-1221,6,rosswo,Loss
NOf-1221,7,spigglez,Loss
NOf-1222,1,axily,Loss
NOf-1222,2,jontra,Win
NOf-1222,3,alexmusi,Loss
NOf-1223,1,glacier,Loss
NOf-1224,1,giulio97,Loss
NOf-1225,1,lildarkrai68,Loss
NOf-1226,1,sdgryo,Loss
NOf-1226,2,sglez124,Loss
NOf-1226,3,stecca,Loss
NOf-1227,1,fmonkee,Loss
NOf-1227,2,prettyflacko,Loss
NOf-1228,1,fedecampovgc,Loss
NOf-1229,1,elale,Loss
NOf-1229,2,mcsquidzy,Loss
NOf-1230,1,mushy,Loss
NOf-1230,2,808,Loss
NOf-1231,1,nicohax,Loss
NOf-1232,1,tagami,Loss
NOf-1233,1,getsugaowl,Loss
NOf-1233,2,mastrota89,Loss
NOf-1233,3,ariesxvgc,Loss
NOf-1234,1,forcho97,Loss
NOf-1235,1,lorenzaooooo,Loss
NOf-1235,2,thazkid1,Loss
NOf-1236,1,occhialidicampo,Loss
NOf-1236,2,rickinch,Loss
NOf-1237,1,blackstarmie,Loss
NOf-1237,2,rpjoca,Loss
NOf-1237,3,fsufan45,Loss
NOf-1238,1,pixiefruitz,Loss
NOf-1239,1,ivy_but_real,Loss
NOf-1239,2,luckysama,Loss
NOf-1240,1,exonarf,Loss
NOf-1240,2,kwl911,Loss
NOf-1241,1,sanvy,Loss
NOf-1241,2,dinomike,Loss
NOf-1241,3,altkyle,Loss
NOf-1242,1,charismaacheck,Loss
NOf-1242,2,greggs_pepperoni_pizza,Loss
NOf-1242,3,falafel,Loss
NOf-1243,1,zeonser,Loss
NOf-1243,2,japacama,Loss
NOf-1243,3,efravgc,Loss
NOf-1244,1,divine,Loss
NOf-1244,2,marlox,Loss
NOf-1244,3,calitym,Loss
NOf-1245,1,brunopcx,Loss
NOf-1245,2,ilsommo,Loss
NOf-1246,1,carnzy3,Loss
NOf-1246,2,fofer,Loss
NOf-1247,1,fireboule,Loss
NOf-1247,2,shonatron,Loss
NOf-1248,1,pokewarrior,Loss
NOf-1248,2,juanmael32,Loss
NOf-1248,3,spigglez,Loss
NOf-1249,1,epicshakenbake,Loss
NOf-1249,2,stecca,Loss
NOf-1249,3,bigjackcombo,Loss
NOf-1250,1,jakobtc505,Loss
NOf-1250,2,itivgc,Loss
NOf-1251,1,alvaro360,Loss
NOf-1251,2,mammothvgc,Loss
NOf-1252,1,lemonpi,Loss
NOf-1252,2,vgcle,Loss
NOf-1252,3,nateyr,Loss
NOf-1253,1,blaze7989,Win
NOf-1253,2,bliindprodiigy,Win
NOf-1253,3,sciarlesz,Loss
NOf-1253,4,dome,Win
NOf-1253,5,faux0011,Win
NOf-1253,6,mikehawk12,Loss
NOf-1253,7,rayan_10,Win
NOf-1253,8,nicohax,Win
NOf-1253,T4-1,robeson64,Win
NOf-1253,T16-3,samubl,Win
NOf-1253,DROP,DROP,DROP
NOf-1253,T8-2,pabloea,Win
NOf-1253,T2-1,snaf2,Win
NOf-1254,1,thazkid1,Win
NOf-1254,2,rayan_10,Loss
NOf-1254,3,soraxjm,Loss
NOf-1254,4,slowerpokr,Win
NOf-1254,5,azunkurone,Win
NOf-1254,6,azaaelortiz,Win
NOf-1254,7,legnak,Win
NOf-1254,8,faux0011,Win
NOf-1254,T16-5,generalledger,Win
NOf-1254,T32-10,kirbbles,Win
NOf-1254,T8-3,staraptor44,Win
NOf-1254,T4-2,danielacorn,Win
NOf-1254,T2-1,wilfire70,Loss
NOf-1255,1,luckylandia,Win
NOf-1255,2,guillevdc,Win
NOf-1255,3,gengarismad,Win
NOf-1255,4,pabloea,Win
NOf-1255,5,heiwa,Win
NOf-1255,6,joeux9,Loss
NOf-1255,7,altkyle,Win
NOf-1255,8,rayquazakingdom,Loss
NOf-1255,DROP,DROP,DROP
NOf-1255,T16-8,guillevdc,Win
NOf-1255,T8-4,patcon5,Win
NOf-1255,T4-2,snaf2,Loss
NOf-1256,1,deinoman09,Loss
NOf-1256,2,katatatat,Win
NOf-1256,3,xzaclee,Loss
NOf-1256,4,divine,Win
NOf-1256,5,soraxjm,Win
NOf-1256,6,flima,Win
NOf-1256,7,asteriio,Win
NOf-1256,8,1dayy,Win
NOf-1256,T16-1,joeux9,Win
NOf-1256,T8-1,okira,Win
NOf-1256,T4-1,wilfire70,Loss
NOf-1256,T32-2,theboisrback,Win
NOf-1257,1,roirehh,Win
NOf-1257,2,samubl,Win
NOf-1257,3,altkyle,Win
NOf-1257,4,danielacorn,Loss
NOf-1257,5,samintheclouds,Win
NOf-1257,6,wolborgvgc,Win
NOf-1257,7,maikaru,Win
NOf-1257,8,joeux9,Loss
NOf-1257,DROP,DROP,DROP
NOf-1257,T16-4,daviron,Win
NOf-1257,T8-2,wilfire70,Loss
NOf-1258,1,hewtee,Win
NOf-1258,2,bearroll,Win
NOf-1258,3,silverdragon550,Loss
NOf-1258,4,buaa,Win
NOf-1258,5,juanmarigr,Win
NOf-1258,6,heiwa,Win
NOf-1258,7,mikehawk12,Win
NOf-1258,8,generalledger,Loss
NOf-1258,DROP,DROP,DROP
NOf-1258,T16-2,joao,Win
NOf-1258,T8-1,robeson64,Loss
NOf-1259,1,carnzy3,Win
NOf-1259,2,luckysama,Win
NOf-1259,3,njbdarkrai,Win
NOf-1259,4,deinoman09,Win
NOf-1259,5,generalledger,Loss
NOf-1259,6,altkyle,Loss
NOf-1259,7,samintheclouds,Win
NOf-1259,8,heiwa,Win
NOf-1259,T16-6,silverdragon550,Win
NOf-1259,T8-3,snaf2,Loss
NOf-1259,DROP,DROP,DROP
NOf-1260,1,johnnybravosr,Loss
NOf-1260,2,thejaya,Win
NOf-1260,3,asteriio,Win
NOf-1260,4,pokewarrior,Win
NOf-1260,5,daviron,Win
NOf-1260,6,nasch,Loss
NOf-1260,7,luckysama,Win
NOf-1260,8,borghi,Win
NOf-1260,DROP,DROP,DROP
NOf-1260,T8-4,danielacorn,Loss
NOf-1260,T16-7,rayquazakingdom,Win
NOf-1261,1,pkisthe,Win
NOf-1261,2,1dayy,Win
NOf-1261,3,borghi,Win
NOf-1261,4,mikehawk12,Win
NOf-1261,5,rayan_10,Win
NOf-1261,6,danielacorn,Win
NOf-1261,7,generalledger,Win
NOf-1261,8,pabloea,Win
NOf-1261,DROP,DROP,DROP
NOf-1261,T16-1,robeson64,Loss
NOf-1262,1,nicohax,Win
NOf-1262,2,soraxjm,Win
NOf-1262,3,kaige,Win
NOf-1262,4,silverdragon550,Win
NOf-1262,5,staraptor44,Win
NOf-1262,6,mrawesome,Win
NOf-1262,7,joeux9,Loss
NOf-1262,8,okira,Win
NOf-1262,DROP,DROP,DROP
NOf-1262,T16-5,snaf2,Loss
NOf-1263,1,himmyturner,Win
NOf-1263,2,dans2233,Loss
NOf-1263,3,daazak,Win
NOf-1263,4,mammothvgc,Win
NOf-1263,5,bearroll,Win
NOf-1263,6,noface,Win
NOf-1263,7,mrawesome,Win
NOf-1263,8,danielacorn,Win
NOf-1263,DROP,DROP,DROP
NOf-1263,T16-7,patcon5,Loss
NOf-1264,1,ibsan08,Win
NOf-1264,2,pabloea,Loss
NOf-1264,3,umbreon99,Win
NOf-1264,4,elale,Win
NOf-1264,5,onlyembers,Win
NOf-1264,6,rayan_10,Win
NOf-1264,7,borghi,Win
NOf-1264,8,joao,Win
NOf-1264,DROP,DROP,DROP
NOf-1264,T16-3,wilfire70,Loss
NOf-1265,1,danyll,Win
NOf-1265,2,tyranitarthighs,Win
NOf-1265,3,okira,Win
NOf-1265,4,generalledger,Loss
NOf-1265,5,legnak,Win
NOf-1265,6,maikaru,Loss
NOf-1265,7,njbdarkrai,Win
NOf-1265,8,altkyle,Win
NOf-1265,DROP,DROP,DROP
NOf-1265,T16-6,staraptor44,Loss
NOf-1266,1,ksomon,Win
NOf-1266,2,onlyembers,Win
NOf-1266,3,maikaru,Win
NOf-1266,4,rayan_10,Loss
NOf-1266,5,kirbbles,Win
NOf-1266,6,river,Win
NOf-1266,7,nicohax,Win
NOf-1266,8,samubl,Loss
NOf-1266,DROP,DROP,DROP
NOf-1266,T16-2,okira,Loss
NOf-1267,1,skydeovgc,Win
NOf-1267,2,danielacorn,Loss
NOf-1267,3,kharn,Win
NOf-1267,4,dans2233,Win
NOf-1267,5,wolborgvgc,Loss
NOf-1267,6,bearroll,Win
NOf-1267,7,artcar,Win
NOf-1267,8,river,Win
NOf-1267,T16-8,danielacorn,Loss
NOf-1267,DROP,DROP,DROP
NOf-1268,1,mudkipnerd,Win
NOf-1268,2,techtonic,Loss
NOf-1268,3,azaaelortiz,Win
NOf-1268,4,gengarismad,Win
NOf-1268,5,patcon5,Loss
NOf-1268,6,danchunks7,Win
NOf-1268,7,damianlillardvgc,Win
NOf-1268,8,mikehawk12,Win
NOf-1268,DROP,DROP,DROP
NOf-1268,T16-4,pabloea,Loss
NOf-1269,1,xchunkzx102,Win
NOf-1269,2,vgcorey,Win
NOf-1269,3,river,Loss
NOf-1269,4,techtonic,Win
NOf-1269,5,joao,Loss
NOf-1269,6,zeonser,Win
NOf-1269,7,nasch,Win
NOf-1269,8,maikaru,Win
NOf-1269,T32-10,snaf2,Loss
NOf-1270,1,1dayy,Loss
NOf-1270,2,pkisthe,Win
NOf-1270,3,heyitsleonn,Win
NOf-1270,4,clickster,Loss
NOf-1270,5,aceofmonsters,Win
NOf-1270,6,marlox,Win
NOf-1270,7,dans2233,Win
NOf-1270,8,noface,Win
NOf-1270,T32-2,robeson64,Loss
NOf-1271,1,motote,Win
NOf-1271,2,kaige,Win
NOf-1271,3,clickster,Win
NOf-1271,4,joeux9,Loss
NOf-1271,5,deinoman09,Win
NOf-1271,6,wilfire70,Win
NOf-1271,7,okira,Loss
NOf-1271,8,daviron,Loss
NOf-1272,1,lelandvgc,Win
NOf-1272,2,snagon,Win
NOf-1272,3,pabloea,Loss
NOf-1272,4,riku,Win
NOf-1272,5,xzaclee,Win
NOf-1272,6,staraptor44,Win
NOf-1272,7,danielacorn,Loss
NOf-1272,8,silverdragon550,Loss
NOf-1273,1,seanb610,Win
NOf-1273,2,isamaritano07,Win
NOf-1273,3,stepheenwillyamus1,Win
NOf-1273,4,chinchan,Win
NOf-1273,5,damianlillardvgc,Win
NOf-1273,6,generalledger,Loss
NOf-1273,7,rayquazakingdom,Loss
NOf-1273,8,legnak,Loss
NOf-1274,1,macel27,Win
NOf-1274,2,wolborgvgc,Win
NOf-1274,3,kirbbles,Win
NOf-1274,4,sciarlesz,Win
NOf-1274,5,maikaru,Loss
NOf-1274,6,joao,Loss
NOf-1274,7,roirehh,Win
NOf-1274,8,guillevdc,Loss
NOf-1275,1,theboisrback,Win
NOf-1275,2,joeux9,Loss
NOf-1275,3,lelandvgc,Loss
NOf-1275,4,kirakennedy,Win
NOf-1275,5,stonestormvgc,Win
NOf-1275,6,mishi631,Win
NOf-1275,7,bat,Win
NOf-1275,8,robeson64,Loss
NOf-1276,1,inge,Win
NOf-1276,2,ouphe,Win
NOf-1276,3,joeux9,Loss
NOf-1276,4,darkdevil26,Win
NOf-1276,5,chinchan,Win
NOf-1276,6,artcar,Win
